ID,Werkzeug,Maschine,Qualitaetsparameter,Vorschub,Energieverbrauch,Ausschuss
14617,3,B,22.699999999999999,3,15.1,0
14618,1,A,21.699999999999999,1.8,15.9,0
14619,1,A,10.1,3.2000000000000002,17.800000000000001,1
14620,1,A,14.4,2.8999999999999999,16.800000000000001,1
14621,3,B,22.199999999999999,1.8999999999999999,17.100000000000001,0
14622,3,B,14.1,1.6000000000000001,27,1
14623,3,B,23.800000000000001,1.6000000000000001,14.800000000000001,0
14624,3,B,24.5,1.8999999999999999,14.9,0
14625,3,B,22.399999999999999,1.2,18.300000000000001,0
14626,2,A,26.300000000000001,1.2,16.5,0
14627,1,B,26.800000000000001,1.1000000000000001,20,0
14628,3,A,9.6999999999999993,2.3999999999999999,17.100000000000001,1
14629,1,A,22,2.2999999999999998,15.6,0
14630,3,A,23,1.2,16.300000000000001,0
14631,3,A,11.300000000000001,1.8,17.800000000000001,1
14632,3,B,17.199999999999999,2.2000000000000002,17.399999999999999,0
14633,1,A,22.5,2,16.199999999999999,0
14634,1,A,25.399999999999999,1.7,16.5,0
14635,1,A,20,1.5,16.300000000000001,0
14636,1,A,21.699999999999999,1.5,17.800000000000001,0
14637,2,A,21.899999999999999,1.7,17.800000000000001,0
